"OPE ID",School,State,"Zip Code","School Type",Recipients,"num originated","amt originated","num disbursed","amt disbursed"
526500,"NORTH CENTRAL KANSAS TECHNICAL COLLEGE                                ",KS,674200000,Public,312,312,1150260,314,576801
526700,"NORTHWEST KANSAS TECHNICAL COLLEGE                                    ",KS,677353441,Public,68,68,276830,68,139291
527100,"SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE                 ",KY,421013601,Public,914,914,3314066,914,1664710
527300,"GATEWAY COMMUNITY AND TECHNICAL COLLEGE                               ",KY,410422031,Public,875,875,3083856,875,1537929
527600,"CENTRAL MAINE COMMUNITY COLLEGE                                       ",ME,42106498,Public,765,766,2587891,766,1312085
527700,"EASTERN MAINE COMMUNITY COLLEGE                                       ",ME,44014280,Public,394,394,1398358,394,711058
529100,"WHITE MOUNTAINS COMMUNITY COLLEGE                                     ",NH,35703799,Public,0,0,0,0,0
529400,"WAUKESHA COUNTY TECHNICAL COLLEGE                                     ",WI,530724601,Public,1093,1093,3920734,1095,1995285
530100,"NORTHEAST WISCONSIN TECHNICAL COLLEGE                                 ",WI,543034999,Public,1586,1589,6056455,1589,3036613
530400,"CHIPPEWA VALLEY TECHNICAL COLLEGE                                     ",WI,547016162,Public,1377,1377,4862875,1377,2533699
530900,"LAKE AREA TECHNICAL INSTITUTE                                         ",SD,572010730,Public,886,888,3131716,888,1456462
531000,"PITTSBURGH INSTITUTE OF AERONAUTICS                                   ",PA,151222674,Private-Nonprofit,70,70,257797,79,137540
531300,"NORTH CENTRAL STATE COLLEGE                                           ",OH,449061546,Public,491,511,1326896,511,334228
531700,"FORSYTH TECHNICAL COMMUNITY COLLEGE                                   ",NC,271035197,Public,872,872,3188299,872,1599378
532000,"CAPE FEAR COMMUNITY COLLEGE                                           ",NC,284013910,Public,1186,1186,4149444,1186,1964160
533500,"CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY              ",PA,168238644,Public,45,45,139607,45,70559
533900,"METRO TECHNOLOGY CENTERS SCHOOL DISTRICT #22                          ",OK,731115240,Public,43,43,123103,48,64388
536500,"YORK COUNTY SCHOOL OF TECHNOLOGY                                      ",PA,174024696,Public,25,25,75527,25,41060
537200,"SOUTH PUGET SOUND COMMUNITY COLLEGE                                   ",WA,985126292,Public,67,67,211580,77,71737
537300,"LAKE WASHINGTON INSTITUTE OF TECHNOLOGY                               ",WA,980348505,Public,360,367,1205133,526,651803
538000,"MID-STATE TECHNICAL COLLEGE                                           ",WI,544945512,Public,897,899,3194954,909,1636169
538400,"NICOLET AREA TECHNICAL COLLEGE                                        ",WI,545010518,Public,262,262,986455,262,249101
538700,"NORTHCENTRAL TECHNICAL INSTITUTE                                      ",WI,544011899,Public,1269,1293,4340675,1293,2172270
539000,"BLACKHAWK TECHNICAL COLLEGE                                           ",WI,535475009,Public,757,762,2509771,762,641260
542400,"SOUTH CENTRAL CAREER CENTER                                           ",MO,657753052,Public,28,28,71286,28,35643
542900,"ROLLA TECHNICAL INSTITUTE CENTER                                      ",MO,654013601,Public,67,67,239328,67,119664
543000,"POPLAR BLUFF TECHNICAL CAREER CENTER                                  ",MO,639018960,Public,33,33,112420,34,57020
544800,"DURHAM TECHNICAL COMMUNITY COLLEGE                                    ",NC,277035023,Public,624,625,2230118,625,1116185
545200,"TETERBORO SCHOOL OF AERONAUTICS                                       ",NJ,76081083,Proprietary,40,40,163600,56,76540
546100,"SALEM COMMUNITY COLLEGE                                               ",NJ,80692799,Public,0,0,0,0,0
549800,"WICHITA AREA TECHNICAL COLLEGE - MAIN CAMPUS                          ",KS,672268101,Public,507,509,1683417,509,750538
549900,"SALINA AREA TECHNICAL COLLEGE                                         ",KS,674018195,Public,83,83,267771,83,133888
550000,"MANHATTAN AREA TECHNICAL COLLEGE                                      ",KS,665032499,Public,238,238,801562,238,438546
552500,"SOUTHERN MAINE COMMUNITY COLLEGE                                      ",ME,41061698,Public,1258,1258,4525616,1258,2256409
553200,"CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER                           ",MO,637037511,Public,21,21,69650,21,33075
553300,"SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE                  ",MN,551021800,Public,1937,1943,6912057,1943,3493754
553400,"ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE                             ",MN,563031240,Public,1417,1442,5005699,1442,2550759
553500,"PINE TECHNICAL AND COMMUNITY COLLEGE                                  ",MN,550632198,Public,311,323,1147477,323,573120
553700,"SOUTH CENTRAL COLLEGE                                                 ",MN,560011920,Public,1007,1060,3406203,1060,1708583
554100,"MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE                       ",MN,565731405,Public,1700,1765,5723422,1766,2864815
554400,"ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE                            ",MN,563083799,Public,650,668,2321364,668,1198932
560100,"ALBANY TECHNICAL COLLEGE                                              ",GA,317012648,Public,1781,1785,6257122,1785,1100124
561900,"NORTH GEORGIA TECHNICAL COLLEGE -                                     ",GA,305230000,Public,518,524,1968491,525,1007762
562200,"GEORGIA PIEDMONT TECHNICAL COLLEGE                                    ",GA,300212397,Public,1594,1594,6018703,1595,1009265
569700,"NORTHWEST - SHOALS COMMUNITY COLLEGE                                  ",AL,356623206,Public,673,673,2548596,673,1274937
570700,"SOUTHEAST ARKANSAS COLLEGE                                            ",AR,716033900,Public,291,292,983189,292,285047
575200,"CLOVER PARK TECHNICAL COLLEGE                                         ",WA,984994004,Public,628,631,2042167,1070,1123789
575300,"OWENS STATE COMMUNITY COLLEGE                                         ",OH,435510000,Public,2171,2171,7465641,2172,3736604
575700,"LAKE SUPERIOR COLLEGE                                                 ",MN,558113399,Public,1346,1493,4721632,1493,2375644
575900,"NORTHWEST TECHNICAL COLLEGE - BEMIDJI                                 ",MN,566014907,Public,321,334,1100148,334,554402
576000,"NORTHERN MAINE COMMUNITY COLLEGE                                      ",ME,47692016,Public,160,160,609316,160,304659
576100,"L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE                            ",LA,703953232,Public,71,75,234189,75,117097
576300,"CENTRAL GEORGIA TECHNICAL COLLEGE                                     ",GA,310882729,Public,2079,2079,7731016,2079,1293134
613600,"NATIONAL AVIATION ACADEMY - NEW ENGLAND                               ",MA,17302620,Proprietary,33,33,99481,37,53615
616500,"LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH               ",CA,900331018,Public,50,50,163773,50,94848
618100,"BRIDGEPORT HOSPITAL SCHOOL OF NURSING                                 ",CT,66102896,Private-Nonprofit,62,62,264000,84,182250
619100,"ST VINCENT'S COLLEGE                                                  ",CT,66069966,Private-Nonprofit,1,1,3500,1,1750
621400,"BLESSING HOSPITAL                                                     ",IL,623010000,Private-Nonprofit,86,86,396828,87,211133
622500,"TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES                        ",IL,612015317,Private-Nonprofit,99,99,430750,100,218500
622800,"METHODIST COLLEGE                                                     ",IL,616033716,Private-Nonprofit,276,276,1247908,276,669822
624000,"SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING                       ",IL,616033783,Private-Nonprofit,166,166,734123,166,434611
625700,"SAINT ELIZABETH SCHOOL OF NURSING                                     ",IN,479042198,Private-Nonprofit,77,78,333347,81,164763
626700,"UNITYPOINT HEALTH-DES MOINES                                          ",IA,503091499,Private-Nonprofit,3,3,10500,3,5250
627300,"MERCY COLLEGE OF HEALTH SCIENCES                                      ",IA,503091239,Private-Nonprofit,413,413,1901641,413,701875
630500,"MAINE COLLEGE OF HEALTH PROFESSIONS                                   ",ME,42439986,Private-Nonprofit,99,99,327728,99,164807
632200,"SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING              ",MA,23023395,Private-Nonprofit,214,214,833711,214,416856
632400,"LABOURE COLLEGE                                                       ",MA,21264253,Private-Nonprofit,463,464,1679503,464,842083
633100,"LAWRENCE MEMORIAL HOSPITAL, SCHOOL OF NURSING                         ",MA,21551643,Private-Nonprofit,209,209,720986,209,387133
638500,"CHAMBERLAIN COLLEGE OF NURSING                                        ",IL,601010000,Proprietary,7778,7780,33211664,10919,12850684
638900,"GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE                   ",MO,631101091,Private-Nonprofit,122,122,645701,122,339517
639200,"RESEARCH MEDICAL CENTER                                               ",MO,641321199,Proprietary,2,2,6300,2,3150
639900,"BRYAN COLLEGE OF HEALTH SCIENCES                                      ",NE,685061398,Private-Nonprofit,247,254,1062960,254,548723
640400,"NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH                 ",NE,681142852,Private-Nonprofit,422,424,1446500,424,834648
641700,"HOLY NAME MEDICAL CENTER SCHOOL OF NURSING                            ",NJ,76664254,Private-Nonprofit,75,75,293354,75,146677
642000,"MONTCLAIR HOSPITAL LLC                                                ",NJ,70424898,Proprietary,33,33,147728,33,73864
642100,"JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS ",NJ,70613399,Private-Nonprofit,233,233,907549,233,505451
643500,"ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY          ",NY,149051676,Private-Nonprofit,41,42,170070,42,61772
644500,"CROUSE HOSPITAL COLLEGE OF NURSING                                    ",NY,132101690,Private-Nonprofit,93,93,435441,93,220472
644800,"BELANGER SCHOOL OF NURSING                                            ",NY,123041009,Private-Nonprofit,58,58,209819,59,106036
646100,"SAINT ELIZABETH MEDICAL CENTER                                        ",NY,135012998,Private-Nonprofit,155,155,597605,155,298805
646700,"SAINT JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH CENTE",NY,132031806,Private-Nonprofit,190,190,659000,215,354021
647700,"CABARRUS COLLEGE OF HEALTH SCIENCES                                   ",NC,280253959,Private-Nonprofit,245,245,938621,248,503590
648700,"AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES                        ",OH,447101799,Private-Nonprofit,50,50,170631,50,87188
648900,"CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES                         ",OH,452192906,Private-Nonprofit,446,446,1840812,446,902762
649400,"GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE                  ",OH,452202489,Private-Nonprofit,242,242,832025,242,448136
650700,"TRINITY HEALTH SYSTEM SCHOOL OF NURSING                               ",OH,439522667,Private-Nonprofit,24,24,68949,24,34475
653700,"CONEMAUGH MEMORIAL MEDICAL CENTER                                     ",PA,159054398,Proprietary,149,149,569921,149,284184
655100,"ST MARGARET MEMORIAL HOSPITAL SCHOOL OF NURSING                       ",PA,152383205,Private-Nonprofit,22,22,69887,24,37069
656000,"OHIO VALLEY GENERAL HOSPITAL, SCHOOL OF NURSING                       ",PA,151361694,Private-Nonprofit,2,2,9000,2,3000
656500,"READING HOSPITAL SCHOOL OF HEALTH SCIENCES                            ",PA,196111744,Private-Nonprofit,100,100,349258,100,175133
657400,"ST. LUKE'S HOSPITAL OF BETHLEHEM, PA                                  ",PA,180151065,Private-Nonprofit,49,49,170818,49,56955
657700,"UPMC SHADYSIDE                                                        ",PA,152321381,Private-Nonprofit,17,17,54650,23,31126
657800,"SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING                       ",PA,161463395,Private-Nonprofit,17,17,65200,17,29310
658200,"WASHINGTON HOSPITAL (THE)                                             ",PA,153013398,Private-Nonprofit,11,11,23286,11,11643
659100,"SAINT JOSEPH SCHOOL OF NURSING                                        ",RI,29045199,Private-Nonprofit,56,56,241703,56,120854
660600,"BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS                    ",TX,782293234,Proprietary,255,255,885545,255,493669
661200,"COVENANT SCHOOL OF NURSING AND ALLIED HEALTH                          ",TX,794070120,Private-Nonprofit,119,119,255184,119,255184
662200,"JEFFERSON COLLEGE OF HEALTH SCIENCES                                  ",VA,240132222,Private-Nonprofit,525,525,2154319,525,1219268
663900,"BELLIN COLLEGE                                                        ",WI,543110000,Private-Nonprofit,130,130,637272,130,331914
667700,"MCGILL UNIVERSITY                                                     ","  ","H3A   0G4     ",Foreign-Public,303,314,1398621,314,714138
667900,"QUEEN'S UNIVERSITY AT KINGSTON                                        ","  ","K7L   3N6     ",Foreign-Public,4,4,18900,4,9450
668200,"ST THOMAS UNIVERSITY                                                  ","  ","E3B   5G3     ",Foreign-Public,16,16,62813,16,31407
668300,"UNIVERSITY OF GUELPH                                                  ","  ","N1G 2W1       ",Foreign-Public,8,8,35274,8,17637
668400,"UNIVERSITY OF MANITOBA                                                ","  ","R3T   2N2     ",Foreign-Public,24,24,93027,24,46514
668500,"UNIVERSITY OF NEW BRUNSWICK (THE)                                     ","  ","E3B   5A3     ",Foreign-Public,5,5,23479,5,11740
668600,"UNIVERSITY OF OTTAWA                                                  ","  ","K1N   6N5     ",Foreign-Public,8,8,25255,8,12628
668900,"UNIVERSITY OF WINDSOR                                                 ","  ","N9B   3P4     ",Foreign-Public,4,4,19250,4,11000
669000,"UNIVERSITY OF COPENHAGEN                                              ","  ","1017K         ",Foreign-Public,0,0,0,0,0
669200,"UNIVERSITY OF LEEDS                                                   ","  ","LS2 9JT       ",Foreign-Public,6,6,25000,6,12500
669300,"UNIVERSITY OF LONDON - LONDON SCHOOL OF ECONOMICS & POLITICAL SCIENCE ","  ","WC2A 2AE      ",Foreign-Public,3,3,13500,3,4499
669400,"UNIVERSITY OF LONDON - SCHOOL OF ORIENTAL & AFRICAN STUDIES           ","  ","WC1H  0XG     ",Foreign-Public,3,3,15500,3,5166
669500,"UNIVERSITY OF LONDON - UNIVERSITY COLLEGE LONDON                      ","  ","WC1E  6BT     ",Foreign-Public,8,8,34000,8,11333
669600,"UNIVERSITY OF LONDON - SCHOOL OF ADVANCED STUDY                       ","  ","WC1E 7HU      ",Foreign-Public,0,0,0,0,0
669700,"UNIVERSITY OF LONDON - QUEEN MARY AND WESTFIELD COLLEGE               ","  ","E1 4NS        ",Foreign-Public,7,7,28500,7,9501
669900,"UNIVERSITY OF SUSSEX                                                  ","  ","BN1   9RH     ",Foreign-Public,4,4,18000,4,9000
670400,"UNIVERSITY COLLEGE CORK                                               ","  ","Cork          ",Foreign-Public,8,8,33000,8,16500
671300,"UPPSALA UNIVERSITY                                                    ","  ","              ",Foreign-Public,0,0,0,0,0
671500,"UNIVERSITY OF GENEVA                                                  ","  ","CH-1211       ",Foreign-Public,0,0,0,0,0
672000,"COLLEGE OF ALAMEDA                                                    ",CA,945012109,Public,14,14,56000,16,16250
673100,"CASA LOMA COLLEGE                                                     ",CA,914054523,Private-Nonprofit,105,106,364380,112,194916
675300,"ILLINOIS CENTRAL COLLEGE                                              ",IL,616350001,Public,639,639,1941337,639,972925
675500,"BROWN MACKIE COLLEGE (THE -)                                          ",KS,674017307,Proprietary,417,417,1279329,467,519545
676000,"UNIVERSITY OF MAINE - AUGUSTA                                         ",ME,43309410,Public,1267,1278,4851799,1278,2431013
676800,"MID MICHIGAN COMMUNITY COLLEGE                                        ",MI,486259447,Public,842,842,3027864,848,1511599
677100,"COLLEGE FOR CREATIVE STUDIES                                          ",MI,482024034,Private-Nonprofit,537,539,2344899,540,1183697
677500,"RAINY RIVER COMMUNITY COLLEGE                                         ",MN,566492187,Public,74,77,247310,77,123658
677700,"FLATHEAD VALLEY COMMUNITY COLLEGE                                     ",MT,599012699,Public,241,241,852134,242,402471
678200,"GENESEE COMMUNITY COLLEGE                                             ",NY,140209704,Public,1177,1211,4097755,1211,2057058
678700,"CLINTON COMMUNITY COLLEGE                                             ",NY,129015690,Public,374,374,1244485,375,625219
678800,"TOMPKINS CORTLAND COMMUNITY COLLEGE                                   ",NY,130530139,Public,986,992,3533190,992,1767234
679100,"SUNY COLLEGE AT PURCHASE                                              ",NY,105771400,Public,1443,1452,6207652,1453,3187741
680400,"LAKELAND COMMUNITY COLLEGE                                            ",OH,440945198,Public,1032,1034,3540093,1039,1771991
680700,"COMMUNITY COLLEGE OF BEAVER COUNTY                                    ",PA,150612588,Public,618,618,2134816,618,1076873
681000,"LEHIGH CARBON COMMUNITY COLLEGE                                       ",PA,180782598,Public,1216,1226,4003480,1226,2065443
681100,"LUZERNE COUNTY COMMUNITY COLLEGE                                      ",PA,186343899,Public,1,1,1750,1,1750
681500,"ORANGEBURG CALHOUN TECHNICAL COLLEGE                                  ",SC,291188299,Public,312,312,1079204,312,539608
683500,"DYERSBURG STATE COMMUNITY COLLEGE                                     ",TN,380252450,Public,354,355,1112254,355,557001
683700,"UNIVERSITE LAVAL                                                      ","  ","G1V 0A6       ",Foreign-Public,1,1,1000,1,500
683800,"DALHOUSIE UNIVERSITY                                                  ","  ","B3H   4H6     ",Foreign-Public,38,38,161066,38,85535
683900,"UNIVERSITY OF EDINBURGH                                               ","  ","EH8 9YL       ",Foreign-Public,41,41,182500,41,91250
684200,"UNIVERSITY OF DUBLIN TRINITY COLLEGE                                  ","  ","              ",Foreign-Public,25,25,99953,35,52227
685000,"UNIVERSITY OF CAMBRIDGE - DOWNING COLLEGE                             ","  ","CB2   1DQ     ",Foreign-Public,0,0,0,0,0
685200,"BISHOP'S UNIVERSITY                                                   ","  ","J1M   1Z7     ",Foreign-Private,1,1,4500,1,2250
685800,"UNITY COLLEGE                                                         ",ME,49889502,Private-Nonprofit,451,451,1969600,451,1011873
686700,"COLUMBUS STATE COMMUNITY COLLEGE- MAIN CAMPUS                         ",OH,432151786,Public,5192,5195,19278270,5196,8775867
687100,"THOMAS NELSON COMMUNITY COLLEGE                                       ",VA,236661433,Public,1517,1519,5361376,1519,2684790
689500,"UNIVERSITY OF NEBRASKA MEDICAL CENTER                                 ",NE,681984265,Public,403,403,2031494,403,1012269
693100,"WAUBONSEE COMMUNITY COLLEGE                                           ",IL,605540000,Public,456,467,1466264,467,734954
693800,"LINN-BENTON COMMUNITY COLLEGE                                         ",OR,973213774,Public,2,2,3710,4,3710
694100,"DALLAS CHRISTIAN COLLEGE                                              ",TX,752347229,Private-Nonprofit,103,103,437346,103,218675
694200,"MID-AMERICA CHRISTIAN UNIVERSITY                                      ",OK,731704504,Private-Nonprofit,269,269,1069167,275,339402
694900,"KALAMAZOO VALLEY COMMUNITY COLLEGE                                    ",MI,490099606,Public,8,8,25690,14,23462
695100,"UNIVERSITY OF SOUTH CAROLINA UPSTATE                                  ",SC,293039972,Public,3043,3117,13497525,3120,6954575
696000,"MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE                             ",KY,410568910,Public,897,897,3353194,898,1679266
696100,"JEFFERSON COMMUNITY AND TECHNICAL COLLEGE                             ",KY,402022005,Public,2165,2193,7727162,2193,3868418
696200,"HAZARD COMMUNITY AND TECHNICAL COLLEGE                                ",KY,417012402,Public,461,462,1706614,462,856020
697300,"CANADA COLLEGE                                                        ",CA,940611099,Public,31,31,122255,32,62253
697500,"LINCOLN UNIVERSITY                                                    ",CA,946122801,Private-Nonprofit,14,14,30680,14,30680
697700,"GREAT BASIN COLLEGE                                                   ",NV,898013348,Public,180,181,731047,181,366934
701200,"SAMUEL MERRITT UNIVERSITY                                             ",CA,946093108,Private-Nonprofit,316,317,1354147,317,842153
702200,"CUNY LEHMAN COLLEGE                                                   ",NY,104681589,Public,426,427,1394358,685,1057663
702600,"MOUNT SINAI SCHOOL OF MEDICINE                                        ",NY,100296500,Private-Nonprofit,0,0,0,0,0
703200,"MIDAMERICA NAZARENE UNIVERSITY                                        ",KS,660621899,Private-Nonprofit,630,630,2655190,652,1379117
703500,"KETTERING COLLEGE                                                     ",OH,454291299,Private-Nonprofit,114,114,489334,118,248352
705000,"BELLUS ACADEMY                                                        ",CA,919503616,Proprietary,36,36,132333,36,66166
708500,"MOUNT VERNON NAZARENE UNIVERSITY                                      ",OH,430509500,Private-Nonprofit,761,761,3239923,761,1670645
709100,"EVEREST INSTITUTE                                                     ",PA,152221320,Private-Nonprofit,15,19,33555,28,25368
709600,"COLLEGE OF THE MAINLAND                                               ",TX,775912499,Public,111,111,375029,111,97045
710800,"UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS                        ",PR,9313300,Public,100,100,439860,100,219930
710900,"SUNY COLLEGE AT OLD WESTBURY                                          ",NY,115680210,Public,990,1000,4364226,1001,2244257
711000,"DELAWARE COUNTY COMMUNITY COLLEGE                                     ",PA,190631094,Public,2071,2163,7212843,2163,3608252
711300,"ARIZONA CHRISTIAN UNIVERSITY                                          ",AZ,850327097,Private-Nonprofit,289,290,1248122,290,649043
711500,"MOORPARK COLLEGE                                                      ",CA,930211695,Public,143,143,525403,143,262705
711800,"PARKLAND COLLEGE                                                      ",IL,618211899,Public,1305,1306,4732932,1306,2365892
712000,"DES MOINES AREA COMMUNITY COLLEGE                                     ",IA,500213993,Public,4407,4427,15566392,4430,7375292
712100,"FAITH BAPTIST BIBLE COLLEGE & THEOLOGICAL SEMINARY                    ",IA,500232152,Private-Nonprofit,31,31,127651,31,63826
713000,"NEWBERRY SCHOOL OF BEAUTY                                             ",CA,913447404,Proprietary,26,26,75828,29,39101
714200,"LYLE'S COLLEGE OF BEAUTY                                              ",CA,937103948,Proprietary,8,8,26250,8,13125
716400,"BRYAN UNIVERSITY                                                      ",CA,900102501,Proprietary,467,467,1665768,557,673219
717000,"LINCOLN LAND COMMUNITY COLLEGE                                        ",IL,627949256,Public,547,547,1762068,547,880887
717100,"KIRTLAND COMMUNITY COLLEGE                                            ",MI,486530000,Public,357,358,1278022,360,619086
717800,"WESTERN SEMINARY                                                      ",OR,972153367,Private-Nonprofit,0,0,0,0,0
718700,"NORTH ADRIAN'S BEAUTY COLLEGE                                         ",CA,953502381,Proprietary,38,38,118097,56,84265
719100,"NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE                             ",PA,180207599,Public,2,2,4000,2,4000
720300,"SALON SUCCESS ACADEMY                                                 ",CA,917864060,Proprietary,25,25,81653,34,45520
725300,"FEDERICO BEAUTY INSTITUTE                                             ",CA,958341905,Proprietary,46,46,128501,47,63880
726300,"HOLY CROSS COLLEGE                                                    ",IN,465560308,Private-Nonprofit,220,220,927379,220,478879
726500,"CARL SANDBURG COLLEGE                                                 ",IL,614019576,Public,105,105,288866,105,144425
726600,"PIMA COUNTY COMMUNITY COLLEGE                                         ",AZ,857095000,Public,2237,2237,7046745,2252,1819169
727300,"CUNY BERNARD M. BARUCH COLLEGE                                        ",NY,100105518,Public,883,883,3949884,1115,2371672
727500,"EASTERN GATEWAY COMMUNITY COLLEGE                                     ",OH,439523598,Public,377,378,1106177,378,552974
727600,"SAINT MEINRAD SCHOOL OF THEOLOGY                                      ",IN,475771002,Private-Nonprofit,0,0,0,0,0
727900,"HAWAII PACIFIC UNIVERSITY                                             ",HI,968132882,Private-Nonprofit,821,825,3577955,831,1868360
728300,"CENTRAL ARIZONA COLLEGE                                               ",AZ,851289779,Public,602,602,2113326,603,548477
728900,"CENTRAL WYOMING COLLEGE                                               ",WY,825012215,Public,4,4,10460,4,1745
729100,"ST. LUKE'S COLLEGE                                                    ",IA,511040263,Private-Nonprofit,103,103,361947,103,192178
729600,"COLEMAN UNIVERSITY                                                    ",CA,921231506,Private-Nonprofit,75,75,280738,87,101049
729700,"REDSTONE COLLEGE                                                      ",CO,800209988,Proprietary,88,88,262766,110,129415
730300,"LINCOLN TECHNICAL INSTITUTE                                           ",CT,60512904,Proprietary,639,642,1812251,764,982138
730400,"CULINARY INSTITUTE OF AMERICA                                         ",NY,125381499,Private-Nonprofit,904,904,3183344,905,1971869
730500,"PORTER AND CHESTER INSTITUTE OF BRANFORD                              ",CT,64054022,Proprietary,109,109,291136,131,155077
731600,"WESTERN IOWA TECH COMMUNITY COLLEGE                                   ",IA,511061997,Public,1194,1212,3733755,1212,1868144
732900,"ITT TECHNICAL INSTITUTE                                               ",IN,462681119,Proprietary,8091,8141,28164376,8165,10443933
735000,"ANOKA TECHNICAL COLLEGE                                               ",MN,553031590,Public,622,641,2175312,641,1089315
735100,"BROWN COLLEGE                                                         ",MN,551201004,Proprietary,47,47,141106,54,60216
736200,"MEDTECH COLLEGE                                                       ",IN,462503970,Proprietary,472,479,1487311,660,809527
736700,"MARINELLO SCHOOLS OF BEAUTY                                           ",NV,891103563,Proprietary,77,77,247453,83,132741
737100,"MARINELLO SCHOOL OF BEAUTY                                            ",NV,895026530,Proprietary,30,30,79737,31,41041
737200,"AUSTIN'S SCHOOL OF SPA TECHNOLOGY                                     ",NY,122061513,Proprietary,53,53,112442,70,63197
737500,"ISLAND DRAFTING & TECHNICAL INSTITUTE                                 ",NY,117012704,Proprietary,2,2,6000,2,3000
738700,"LONG ISLAND BEAUTY SCHOOL                                             ",NY,117884346,Proprietary,21,21,68316,21,34157
738800,"LONG ISLAND BEAUTY SCHOOL                                             ",NY,115503704,Proprietary,8,8,28000,8,14000
739100,"BEAUTY SCHOOL OF MIDDLETOWN                                           ",NY,109406574,Proprietary,11,11,32314,11,16156
739400,"BERKELEY COLLEGE                                                      ",NY,100174604,Proprietary,2075,2106,6066585,2736,3066523
740100,"MANDL SCHOOL                                                          ",NY,100195516,Proprietary,156,156,545081,158,274301
740500,"WOOD TOBE - COBURN SCHOOL                                             ",NY,100160102,Proprietary,163,163,565026,163,282514
743000,"ANTONELLI INSTITUTE                                                   ",PA,190388242,Proprietary,130,130,508253,130,254542
743600,"KAPLAN CAREER INSTITUTE                                               ",PA,152221977,Proprietary,54,54,136497,70,65336
743700,"PITTSBURGH TECHNICAL INSTITUTE                                        ",PA,150713205,Proprietary,714,714,2589231,751,954098
743900,"FOUNTAINHEAD COLLEGE OF TECHNOLOGY                                    ",TN,379323343,Proprietary,15,15,65645,18,35853
744700,"DEL-MAR-VA BEAUTY ACADEMY                                             ",MD,218046952,Proprietary,8,8,25265,8,12632
745900,"PAIER COLLEGE OF ART                                                  ",CT,65143902,Proprietary,48,48,196599,48,99627
746500,"AMERICAN ACADEMY OF DRAMATIC ARTS                                     ",NY,100167089,Private-Nonprofit,249,249,978195,249,488445
746600,"LIM COLLEGE                                                           ",NY,100225268,Proprietary,571,571,2528393,571,1278349
746800,"SCHOOL OF VISUAL ARTS                                                 ",NY,100103994,Proprietary,1249,1249,5798286,1249,2903370
746900,"HUSSIAN COLLEGE                                                       ",PA,191060000,Proprietary,85,85,339907,85,180828
747000,"ART INSTITUTE OF PITTSBURGH (THE)                                     ",PA,152191301,Proprietary,1846,1908,6165240,2571,2993337
747300,"CHOFFIN CAREER & TECHNICAL CENTER                                     ",OH,445031628,Public,37,37,123767,37,62517
747600,"MARINELLO SCHOOLS OF BEAUTY                                           ",CA,900232666,Proprietary,491,491,1577014,523,834237
748400,"NEWBURY COLLEGE                                                       ",MA,24455796,Private-Nonprofit,322,322,1552368,322,784638
748600,"NEW ENGLAND INSTITUTE OF ART (THE)                                    ",MA,24457295,Proprietary,105,107,403396,183,245988
749100,"TESST COLLEGE OF TECHNOLOGY                                           ",MD,212271063,Proprietary,31,31,82388,35,34173
750100,"VATTEROTT COLLEGE                                                     ",NE,681371237,Proprietary,1,1,1681,2,1681
750200,"BERKELEY COLLEGE                                                      ",NJ,74243367,Proprietary,1945,1963,5132571,2551,2577676
751800,"APEX TECHNICAL SCHOOL                                                 ",NY,111014602,Proprietary,171,171,425832,269,298117
752200,"CONTINENTAL SCHOOL OF BEAUTY CULTURE                                  ",NY,146233231,Proprietary,63,63,155549,85,89582
752900,"CHESTER COUNTY INTERMEDIATE UNIT PRACTICAL NURSING PROGRAM            ",PA,193353043,Public,25,25,88112,25,44062
753100,"ACADEMY OF ART UNIVERSITY                                             ",CA,941053410,Proprietary,3981,3982,15533334,3983,7904410
